Focal,Var,Importance,OOB,NumberBGCs
BGdh_OR,MCMT,186.555159625733,0.140416173236339,40
BGdh_OR,Tmin_wt,185.980801862394,0.140416173236339,40
BGdh_OR,DD_0,181.518421885003,0.140416173236339,40
BGdh_OR,PPT_wt,165.939918764296,0.140416173236339,40
BGdh_OR,PPT_sm,162.946560762802,0.140416173236339,40
BGdh_OR,PPT_JAS,155.828197889425,0.140416173236339,40
BGdw_OR,MCMT,86.8129691652147,0.139827179890024,17
BGdw_OR,MSP,78.7305556023353,0.139827179890024,17
BGdw_OR,PPT_wt,75.990782516384,0.139827179890024,17
BGdw_OR,PPT_JAS,75.1200529738443,0.139827179890024,17
BGdw_OR,PPT_sm,71.2866507733808,0.139827179890024,17
BGdw_OR,PPT_MJ,68.1054572121549,0.139827179890024,17
BGdw_WA,CMDMax,35.77671101835,0.0855555555555556,6
BGdw_WA,CMD.grow,34.8589786317959,0.0855555555555556,6
BGdw_WA,CMD_sm,32.9847671729472,0.0855555555555556,6
BGdw_WA,PPT_sm,32.5806820778271,0.0855555555555556,6
BGdw_WA,PPT_MJ,31.3895057097407,0.0855555555555556,6
BGdw_WA,DD_0_sp,29.9375200943158,0.0855555555555556,6
BGmk_MT,PPT_MJ,153.569850998583,0.137741046831956,28
BGmk_MT,Tmin_wt,130.743221184684,0.137741046831956,28
BGmk_MT,PPT_JAS,130.459403478376,0.137741046831956,28
BGmk_MT,PPT_wt,119.396518337294,0.137741046831956,28
BGmk_MT,MCMT,118.117682976552,0.137741046831956,28
BGmk_MT,PPT_sm,117.387682816823,0.137741046831956,28
BGmk_NV,MCMT,156.948153168354,0.134902763561924,33
BGmk_NV,PPT_wt,151.209871281991,0.134902763561924,33
BGmk_NV,PPT_JAS,148.024665975991,0.134902763561924,33
BGmk_NV,Tmin_wt,144.779506169252,0.134902763561924,33
BGmk_NV,PPT_MJ,138.221803365905,0.134902763561924,33
BGmk_NV,DD_0,127.544464404629,0.134902763561924,33
BGmm_MT,PPT_MJ,111.676059525957,0.153600567577155,22
BGmm_MT,DD_0,84.7590895264441,0.153600567577155,22
BGmm_MT,MCMT,83.1082237409315,0.153600567577155,22
BGmm_MT,Tmin_wt,76.7626053683258,0.153600567577155,22
BGmm_MT,PPT_wt,75.6842284587901,0.153600567577155,22
BGmm_MT,MSP,72.9198031751644,0.153600567577155,22
BGmw_OR,PPT_wt,84.5655512270943,0.1120826709062,17
BGmw_OR,Tmin_wt,78.8996150168988,0.1120826709062,17
BGmw_OR,PPT_JAS,75.2652336939095,0.1120826709062,17
BGmw_OR,DD_0_sp,74.9959940224611,0.1120826709062,17
BGmw_OR,MCMT,74.0205244496624,0.1120826709062,17
BGmw_OR,NFFD_sp,69.9166467556396,0.1120826709062,17
BGmw_WA,PPT_JAS,63.4751131889357,0.120795831359545,15
BGmw_WA,SHM,60.9464918496176,0.120795831359545,15
BGmw_WA,MSP,58.6607508894199,0.120795831359545,15
BGmw_WA,PPT_MJ,56.9284029869692,0.120795831359545,15
BGmw_WA,CMD.total,51.5511940309172,0.120795831359545,15
BGmw_WA,NFFD_sp,51.3892952647517,0.120795831359545,15
BGwm_WA,DD_0,58.7484071712831,0.109010011123471,12
BGwm_WA,MCMT,58.746448722414,0.109010011123471,12
BGwm_WA,MSP,58.1464236709044,0.109010011123471,12
BGwm_WA,PPT_MJ,54.4775386409041,0.109010011123471,12
BGwm_WA,PPT_sp,48.8341299224384,0.109010011123471,12
BGwm_WA,CMD.total,48.321806494703,0.109010011123471,12
BGxh_WA,MCMT,166.513208127107,0.111681643132221,28
BGxh_WA,DD_0,119.796024465746,0.111681643132221,28
BGxh_WA,PPT_sm,115.710399396699,0.111681643132221,28
BGxh_WA,PPT_wt,107.805226098903,0.111681643132221,28
BGxh_WA,Tmin_wt,102.882511447352,0.111681643132221,28
BGxh_WA,Eref_sm,101.075401561858,0.111681643132221,28
BGxh1,CMD_sm,42.8830335279953,0.0746666666666667,5
BGxh1,CMDMax,35.6556938508372,0.0746666666666667,5
BGxh1,CMD.total,31.9832438708322,0.0746666666666667,5
BGxh1,CMD.grow,29.0138688215086,0.0746666666666667,5
BGxh1,PAS,28.6207135315125,0.0746666666666667,5
BGxh1,PPT_JAS,28.4750332555412,0.0746666666666667,5
BGxh2,PAS,17.6239323859279,0.146666666666667,3
BGxh2,DD18_sm,16.1438824504108,0.146666666666667,3
BGxh2,Tmax_sm,14.3882098528238,0.146666666666667,3
BGxh2,CMD_sp,11.9901578427573,0.146666666666667,3
BGxh2,eFFP,10.3897955988321,0.146666666666667,3
BGxh2,Tmin,9.3511474841073,0.146666666666667,3
BGxh3,CMD.def,29.5688200093729,0.142666666666667,5
BGxh3,PPT_wt,29.3496270308115,0.142666666666667,5
BGxh3,PPT_at,26.9565256070309,0.142666666666667,5
BGxh3,MCMT,25.9645333313491,0.142666666666667,5
BGxh3,EMT,23.4905441832661,0.142666666666667,5
BGxh3,Tmin_wt,23.1469848644917,0.142666666666667,5
BGxw1,PAS,23.3402438249925,0.158333333333333,4
BGxw1,Eref_sm,16.6549026056338,0.158333333333333,4
BGxw1,Tmax_sm,16.4941363971821,0.158333333333333,4
BGxw1,TmaxJuly,15.7426822475008,0.158333333333333,4
BGxw1,EXT,13.4776364441,0.158333333333333,4
BGxw1,CMD.total,12.7403044395707,0.158333333333333,4
BGxw2,EMT,21.3434903695658,0.128333333333333,4
BGxw2,Tmin_sp,17.6254980630157,0.128333333333333,4
BGxw2,Tmin_wt,17.5148892970422,0.128333333333333,4
BGxw2,MCMT,17.309726782043,0.128333333333333,4
BGxw2,DD18_sm,16.5992948151378,0.128333333333333,4
BGxw2,DD5_sp,15.5492142237158,0.128333333333333,4
BGxx_WY,PPT_JAS,104.039867690048,0.155775075987842,19
BGxx_WY,PPT_MJ,99.9452382985659,0.155775075987842,19
BGxx_WY,PPT_sm,81.1289107055679,0.155775075987842,19
BGxx_WY,MCMT,79.1782509244755,0.155775075987842,19
BGxx_WY,DD_0,73.3636924232183,0.155775075987842,19
BGxx_WY,MSP,68.8542569504283,0.155775075987842,19
BGxxx_WY,PPT_MJ,84.6273237428927,0.124049429657795,15
BGxxx_WY,PPT_wt,73.0480482113551,0.124049429657795,15
BGxxx_WY,PPT_JAS,71.2095346577427,0.124049429657795,15
BGxxx_WY,MCMT,60.382497550532,0.124049429657795,15
BGxxx_WY,PPT_sm,59.4289400628622,0.124049429657795,15
BGxxx_WY,MSP,57.9557701368454,0.124049429657795,15
BSJPap,PPT_wt,30.7536408077035,0.0666666666666667,5
BSJPap,DD_0,26.7540652115248,0.0666666666666667,5
BSJPap,CMD.grow,25.9337035002464,0.0666666666666667,5
BSJPap,PPT_MJ,23.7992715366165,0.0666666666666667,5
BSJPap,Tmin_wt,21.6108652722955,0.0666666666666667,5
BSJPap,CMDMax,20.6448849438549,0.0666666666666667,5
BSJPku,Tmin,35.0309513961527,0.0466666666666667,5
BSJPku,DD_0,27.9212720564236,0.0466666666666667,5
BSJPku,MAT,23.467506173245,0.0466666666666667,5
BSJPku,CMI,21.9987451399826,0.0466666666666667,5
BSJPku,PPT_sm,20.6716861324774,0.0466666666666667,5
BSJPku,Tmin_wt,19.7802094532551,0.0466666666666667,5
BSJPpa,PPT_wt,33.9891098081784,0.0533333333333333,5
BSJPpa,Tmin,26.9867745326121,0.0533333333333333,5
BSJPpa,EMT,26.2477793702437,0.0533333333333333,5
BSJPpa,DD_0,25.0608190398414,0.0533333333333333,5
BSJPpa,CMI,24.8780128522428,0.0533333333333333,5
BSJPpa,Tave,24.6653864871755,0.0533333333333333,5
BWBScm,Tmin_sm,25.0247703355019,0.0222222222222222,3
BWBScm,Tave_sm,16.2620728859477,0.0222222222222222,3
BWBScm,FFP,15.464273030356,0.0222222222222222,3
BWBScm,PPT_wt,15.0378291652021,0.0222222222222222,3
BWBScm,DD5_sm,14.2849265453326,0.0222222222222222,3
BWBScm,NFFD_sm,12.7580684016303,0.0222222222222222,3
BWBScmC,PPT_JAS,80.985615805006,0.0846153846153846,13
BWBScmC,CMDMax,67.8858143184244,0.0846153846153846,13
BWBScmC,PPT_wt,58.9302031975276,0.0846153846153846,13
BWBScmC,CMD_sm,58.9172044182376,0.0846153846153846,13
BWBScmC,MAT,56.9313423556881,0.0846153846153846,13
BWBScmC,DD_0,53.7167573444483,0.0846153846153846,13
BWBScmE,MAT,37.5956136029795,0.0704761904761905,7
BWBScmE,Tmin,35.7101135652445,0.0704761904761905,7
BWBScmE,EMT,34.3481710342166,0.0704761904761905,7
BWBScmE,Tmin_wt,32.2910778584209,0.0704761904761905,7
BWBScmE,Tmin_sm,32.2862843758004,0.0704761904761905,7
BWBScmE,NFFD_sm,29.8071695325833,0.0704761904761905,7
BWBScmNW,Tmax_sp,40.3698021861398,0.0647619047619048,7
BWBScmNW,CMD_sp,38.6975462693946,0.0647619047619048,7
BWBScmNW,MAT,32.7140660167012,0.0647619047619048,7
BWBScmNW,DD_0,32.4334185250179,0.0647619047619048,7
BWBScmNW,PPT_JAS,31.9135858736006,0.0647619047619048,7
BWBScmNW,CMDMax,30.0123844112367,0.0647619047619048,7
BWBScmW,DD5_sp,30.8151518258458,0.09,6
BWBScmW,PPT_JAS,24.8262995499764,0.09,6
BWBScmW,CMDMax,23.9728743781937,0.09,6
BWBScmW,EXT,23.8225637791974,0.09,6
BWBScmW,PPT_sm,21.6883431265472,0.09,6
BWBScmW,Tmin_at,21.551628182732,0.09,6
BWBSdk,PPT_MJ,109.660076340896,0.165379213483146,19
BWBSdk,PPT_at,95.0804602952704,0.165379213483146,19
BWBSdk,PPT_JAS,78.3941959909247,0.165379213483146,19
BWBSdk,MCMT,74.8436481995777,0.165379213483146,19
BWBSdk,DD_0,73.5441855144779,0.165379213483146,19
BWBSdk,Tmin_wt,72.3093352330847,0.165379213483146,19
BWBSdmN,PPT_JAS,35.8615698807932,0.0983333333333333,8
BWBSdmN,DD_0_sp,35.5851249998213,0.0983333333333333,8
BWBSdmN,DD_0,34.9182581428386,0.0983333333333333,8
BWBSdmN,PPT_sm,33.7740330947488,0.0983333333333333,8
BWBSdmN,DD5_sp,32.9531610621615,0.0983333333333333,8
BWBSdmN,CMDMax,32.7122365309373,0.0983333333333333,8
BWBSdmS,DD_0,58.3169201051864,0.104761904761905,7
BWBSdmS,Tave,35.077943022178,0.104761904761905,7
BWBSdmS,Tmin_wt,33.8052040623829,0.104761904761905,7
BWBSdmS,MCMT,32.970964546196,0.104761904761905,7
BWBSdmS,Tmax,32.1366994954072,0.104761904761905,7
BWBSdmS,Eref_sm,30.2122088671245,0.104761904761905,7
BWBSlbE,NFFD_sm,33.8710344027789,0.0373333333333333,5
BWBSlbE,DD5.grow,33.2964408954621,0.0373333333333333,5
BWBSlbE,PPT_wt,31.8382956800088,0.0373333333333333,5
BWBSlbE,DD18_sm,27.2427074179164,0.0373333333333333,5
BWBSlbE,Tmin_sm,26.5571697912315,0.0373333333333333,5
BWBSlbE,DD5_sm,25.8782294338251,0.0373333333333333,5
BWBSlbN,PAS,34.6310887440997,0.0577777777777778,6
BWBSlbN,Tmin_at,33.8046934585943,0.0577777777777778,6
BWBSlbN,Tmax,31.6416371765495,0.0577777777777778,6
BWBSlbN,CMD_sp,29.9811993432757,0.0577777777777778,6
BWBSlbN,DD_0,29.7019298465263,0.0577777777777778,6
BWBSlbN,CMDMax,24.0301632370126,0.0577777777777778,6
BWBSlbW,Tmax_sp,38.3243331678883,0.06,7
BWBSlbW,PPT_at,37.6092100153008,0.06,7
BWBSlbW,AHM,35.565378814195,0.06,7
BWBSlbW,Tmin_at,32.9838107480002,0.06,7
BWBSlbW,DD5_sp,28.8267921926017,0.06,7
BWBSlbW,Tmax,27.8867038356946,0.06,7
BWBSlf,CMDMax,71.539168576155,0.114444444444444,12
BWBSlf,Tmin_wt,52.6630234569095,0.114444444444444,12
BWBSlf,DD5_sp,47.9264949904922,0.114444444444444,12
BWBSlf,PPT_MJ,47.7635471794657,0.114444444444444,12
BWBSlf,Tmin_at,44.7539672272575,0.114444444444444,12
BWBSlf,PPT_sm,44.2413341726133,0.114444444444444,12
BWBSmk,DD_0,63.1240827767648,0.0877777777777778,12
BWBSmk,MCMT,56.0515693298535,0.0877777777777778,12
BWBSmk,DD_0_sp,50.9644305056543,0.0877777777777778,12
BWBSmk,Tmin_sm,47.1815253594038,0.0877777777777778,12
BWBSmk,PPT_MJ,46.8011605496277,0.0877777777777778,12
BWBSmk,CMD_sm,46.7160640790815,0.0877777777777778,12
BWBSmw,DD5_sp,56.9247644038681,0.0945454545454546,11
BWBSmw,PPT_wt,53.860122496097,0.0945454545454546,11
BWBSmw,DD18_sm,53.3451777240065,0.0945454545454546,11
BWBSmw,MCMT,51.2935519659293,0.0945454545454546,11
BWBSmw,PPT_at,47.1844768778501,0.0945454545454546,11
BWBSmw,DD_0_sp,46.470951780918,0.0945454545454546,11
BWBSnm,PPT_wt,50.2755913176055,0.0566666666666667,8
BWBSnm,CMD_sp,39.0189799236,0.0566666666666667,8
BWBSnm,Tmin_at,34.5327646054429,0.0566666666666667,8
BWBSnm,Tmin_wt,33.0654375183515,0.0566666666666667,8
BWBSnm,EMT,32.9403274747142,0.0566666666666667,8
BWBSnm,DD_0,32.0842853189838,0.0566666666666667,8
BWBSpp,CMD_sp,23.9604552228422,0.0422222222222222,3
BWBSpp,SHM,21.4118246614482,0.0422222222222222,3
BWBSpp,CMD,14.2506826486004,0.0422222222222222,3
BWBSpp,Tmin_wt,12.1505065545518,0.0422222222222222,3
BWBSpp,PPT_sm,11.4928489544378,0.0422222222222222,3
BWBSpp,PAS_sp,11.3452896018055,0.0422222222222222,3
BWBSub,PPT_at,22.3762728135773,0.055,4
BWBSub,CMD_sp,22.0333576724209,0.055,4
BWBSub,PPT_JAS,21.5978679393887,0.055,4
BWBSub,DD5_sm,14.418361577098,0.055,4
BWBSub,PPT_sp,14.3429553427372,0.055,4
BWBSub,Tmax_sm,14.0787577273409,0.055,4
BWBSuf,Tmin_at,56.0710366345151,0.116363636363636,11
BWBSuf,CMDMax,54.3301996948391,0.116363636363636,11
BWBSuf,CMD_sp,51.9481565117255,0.116363636363636,11
BWBSuf,CMD_sm,48.3960078514866,0.116363636363636,11
BWBSuf,Eref_sm,44.6977269857302,0.116363636363636,11
BWBSuf,PPT_MJ,43.7636172996376,0.116363636363636,11
BWBSvk,PAS_sm,22.8156354232958,0.0966666666666667,4
BWBSvk,PPT_JAS,21.6151691688376,0.0966666666666667,4
BWBSvk,PPT,20.6250785579736,0.0966666666666667,4
BWBSvk,MAP,19.1613852926711,0.0966666666666667,4
BWBSvk,Tmax,18.8604221435827,0.0966666666666667,4
BWBSvk,Tmax_sp,17.7791923490306,0.0966666666666667,4
BWBSwk1,PPT_wt,45.342208487363,0.151428571428571,7
BWBSwk1,CMD.def,35.0840575233556,0.151428571428571,7
BWBSwk1,DD5_sm,33.4502505935478,0.151428571428571,7
BWBSwk1,PAS,32.9018460446083,0.151428571428571,7
BWBSwk1,PPT_at,32.2752481793403,0.151428571428571,7
BWBSwk1,CMD_sm,27.6928041713389,0.151428571428571,7
BWBSwk2,Tmin_wt,39.078875519046,0.0922222222222222,6
BWBSwk2,PPT_wt,36.1798760262427,0.0922222222222222,6
BWBSwk2,DD_0,34.7633060306249,0.0922222222222222,6
BWBSwk2,EMT,30.9707701326156,0.0922222222222222,6
BWBSwk2,MCMT,30.0941028965947,0.0922222222222222,6
BWBSwk2,DD5_sp,26.2369263241329,0.0922222222222222,6
BWBSwk3,CMD.total,20.3895963619186,0.0644444444444445,3
BWBSwk3,PAS_sm,18.4989765129515,0.0644444444444445,3
BWBSwk3,CMI,14.5682709774966,0.0644444444444445,3
BWBSwk3,SHM,14.3404652555627,0.0644444444444445,3
BWBSwk3,DD18_sm,13.8065757367853,0.0644444444444445,3
BWBSwk3,MWMT,13.0564155329243,0.0644444444444445,3
CDFmm,PAS_sm,30.5615362389867,0.0716666666666667,4
CDFmm,PPT_wt,27.6316175717018,0.0716666666666667,4
CDFmm,PPT_at,24.1169713505742,0.0716666666666667,4
CDFmm,CMI,23.3389623859746,0.0716666666666667,4
CDFmm,PPT_sp,21.0952982807838,0.0716666666666667,4
CDFmm,Tmin_sm,20.0474569045236,0.0716666666666667,4
CDFmm_OR,MCMT,78.707814089901,0.100371747211896,9
CDFmm_OR,DD_0,63.9235472431261,0.100371747211896,9
CDFmm_OR,CMD_sm,45.4470790871943,0.100371747211896,9
CDFmm_OR,CMDMax,44.3759866188584,0.100371747211896,9
CDFmm_OR,EMT,36.9741670221174,0.100371747211896,9
CDFmm_OR,Tmin_wt,36.1075910499347,0.100371747211896,9
CDFmm_WA,PPT_wt,21.3631611752708,0.0636515912897823,4
CDFmm_WA,Eref_sp,21.059647192496,0.0636515912897823,4
CDFmm_WA,Eref_sm,19.5576121225044,0.0636515912897823,4
CDFmm_WA,Tave,19.060761654539,0.0636515912897823,4
CDFmm_WA,Tmax,19.0211287911486,0.0636515912897823,4
CDFmm_WA,Tmax_sp,18.5055935816259,0.0636515912897823,4
CDFxm_CA,MCMT,94.7901098736636,0.134931828866949,16
CDFxm_CA,CMI,69.8962232142774,0.134931828866949,16
CDFxm_CA,PPT_wt,66.8472609532167,0.134931828866949,16
CDFxm_CA,DD_0,63.7657981355322,0.134931828866949,16
CDFxm_CA,CMD.total,58.3568380858588,0.134931828866949,16
CDFxm_CA,Tmin_wt,56.9248425827249,0.134931828866949,16
CMAun,MCMT,136.39310887342,0.233684210526316,19
CMAun,Tmin_wt,103.553237422836,0.233684210526316,19
